No,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,Y
3925,300,300,0,0,0.137,0.137,0,0,41,41,0,0,0.79,1,41,0,35,0,0,3,19.202,1.584,1.031,12.982,1.994,1.928,-2.976,-1.968,1.873,1.039,3.164,-1.184,7,4.775,1
3926,876,445,431,0,0.17,0.067,0.276,0,149,30,119,0,0.946,5,211,62,277,0.224,1.316,9,19.022,1.544,1.541,25.272,1.613,1.757,-2.485,-0.261,0.101,-0.458,0.148,-0.454,34.625,23.076,1
3927,142,142,0,0,0.507,0.507,0,0,72,72,0,0,0.866,5,72,0,6,0,0,2,5.758,0.842,1.609,7.654,1.247,1.037,7.349,1.083,0.461,0.109,-0.151,0,6,0,0
3928,1985,1460,525,0,0.017,0.023,0,0,33,33,0,0,0.988,5,40,7,341,0.021,1.235,5,7.87,3.523,1.116,23.746,1.303,1.404,2.024,-9.209,-0.191,-0.018,-0.196,-0.055,19.706,36.018,1
3929,314,252,62,0,0,0,0,0,0,0,0,0,1,5,0,0,62,0,0,2,0,0,0,25.445,2.369,3.535,0,0,0,0,0,0,12.4,14.541,1
3930,600,233,367,0,0,0,0,0,0,0,0,0,1,5,0,0,177,0,0,2,0,0,0,17.937,0.947,0.968,0,0,0,0,0,0,19.667,18.457,0
3931,983,962,21,0,0.403,0.412,0,0,396,396,0,0,0.826,5,563,167,513,0.326,0.808,11,13.32,1.327,1.636,23.278,2.45,2.74,5.45,-0.384,-0.584,0.3,1.014,-1.8,23.318,26.098,1
3932,477,87,390,0,0,0,0,0,0,0,0,0,0.987,4,0,0,154,0,0,0,0,0,0,24.394,1.667,1.883,0,0,0,0,0,0,22,10.61,1
3933,92,92,0,0,0,0,0,0,0,0,0,0,1,1,0,0,33,0,0,0,0,0,0,16.866,0.991,1.058,0,0,0,0,0,0,8.25,2.385,1
3934,793,627,166,0,0,0,0,0,0,0,0,0,1,5,0,0,572,0,0,2,0,0,0,15.538,1.325,1.303,0,0,0,0,0,0,22.88,22.755,1
3935,1215,624,591,0,0.034,0.053,0.014,0,41,33,8,0,0.942,5,75,34,394,0.086,2.557,4,11.614,1.814,1.67,28.94,1.535,1.793,13.758,0.525,-1.994,0.22,2.032,-0.834,19.7,13.799,1
3936,184,184,0,0,0,0,0,0,0,0,0,0,1,5,0,0,66,0,0,1,0,0,0,20.363,1.562,2.081,0,0,0,0,0,0,22,14.236,1
3937,417,417,0,0,0.372,0.372,0,0,155,155,0,0,0.561,5,229,74,130,0.569,1.531,3,27.04,2.057,3.553,30.289,1.282,2.524,-21.128,-8.414,0,0,4.583,-2.836,16.25,13.055,1
3938,3369,262,1316,1791,0.592,0.069,0.372,0.83,1995,18,490,1487,0.999,1,2089,94,627,0.15,0.253,4,26.265,0.911,1.008,40.666,1.799,2.441,4.967,3.504,0.463,0.149,-0.58,0.376,27.261,24.758,1
3939,563,563,0,0,0,0,0,0,0,0,0,0,1,1,0,0,538,0,0,1,0,0,0,12.475,0.946,1.441,0,0,0,0,0,0,67.25,64.278,1
3940,1958,848,979,131,0.005,0,0.01,0,10,0,10,0,0.996,5,20,10,332,0.03,5.898,5,5.596,1.336,4.475,34.915,1.535,1.613,16.781,3.712,2.441,1.104,-2.432,2.312,20.75,10.894,1
3941,965,327,638,0,0.063,0.187,0,0,61,61,0,0,0.591,1,65,4,581,0.007,0.109,1,3.815,1.191,1.355,42.154,1.649,1.909,6.958,-0.747,-1.503,-0.163,-1.787,0.468,48.417,58.708,0
3942,1099,904,195,0,0,0,0,0,0,0,0,0,1,5,0,0,232,0,0,1,0,0,0,37.04,1.372,1.561,0,0,0,0,0,0,33.143,59.031,1
3943,956,574,382,0,0,0,0,0,0,0,0,0,1,2,0,0,305,0,0,1,0,0,0,29.912,2.102,2.988,0,0,0,0,0,0,20.333,15.512,1
3944,596,343,253,0,0.233,0.306,0.134,0,139,105,34,0,0.924,5,172,33,151,0.219,0.937,4,12.974,1.332,2.016,18.461,1.012,1.462,-12.158,-4.078,0.687,0.541,-1.507,-0.283,13.727,18.176,0
3945,383,113,65,205,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0,4,0,0,0,88.679,1.454,2.29,0,0,0,0,0,0,4,0,1
3946,704,609,95,0,0,0,0,0,0,0,0,0,1,5,0,0,115,0,0,1,0,0,0,25.099,1.519,1.519,0,0,0,0,0,0,57.5,13.5,1
3947,1474,99,1375,0,0.002,0,0.002,0,3,0,3,0,0.999,5,3,0,1897,0,0,2,2.332,0,0.637,34.811,1.904,2.427,-6.189,2.804,-0.825,-0.379,-2.509,1.278,67.75,66.615,1
3948,132,132,0,0,0.197,0.197,0,0,26,26,0,0,0.917,5,26,0,68,0,0,2,8.78,1.969,1.357,20.122,1.793,1.899,43.011,5.256,3.194,1.542,0,0,34,20,1
3949,531,300,231,0,0.004,0.007,0,0,2,2,0,0,0.808,5,283,281,394,0.713,189.354,2,0.223,0,0,24.17,2.054,1.742,0,0,0,0,0,0,78.8,95.391,1
3950,664,184,480,0,0.45,0.554,0.41,0,299,102,197,0,0.831,1,367,68,425,0.16,0.355,7,32.72,1.521,1.836,34.38,2.014,1.746,1.842,-2.866,-0.132,-0.183,-0.088,0.449,32.692,42.917,0
3951,450,450,0,0,0.14,0.14,0,0,63,63,0,0,0.904,1,63,0,57,0,0,5,38.498,3.193,3.017,36.95,3.125,2.966,11.883,-1.224,-1.049,-0.32,-1.224,0,11.4,5.389,1
3952,2348,884,1034,430,0,0,0,0,0,0,0,0,1,6,0,0,239,0,0,1,0,0,0,47.543,1.138,1.247,0,0,0,0,0,0,21.727,11.694,1
3953,639,433,206,0,0,0,0,0,0,0,0,0,1,5,0,0,177,0,0,3,0,0,0,28.566,2.194,2.11,0,0,0,0,0,0,16.091,12.566,1
3954,573,66,507,0,0.084,0,0.095,0,48,0,48,0,0.817,4,66,18,213,0.085,1.009,3,22.421,2.588,1.501,24.826,2.043,2.441,-2.785,0.014,0,0,0.084,-0.031,16.385,9.385,1
3955,310,86,224,0,0.061,0.105,0.045,0,19,9,10,0,0.874,5,29,10,10,1,16.316,2,9.274,3.434,3.418,16.426,1.579,0.689,-13.092,3.732,-1.772,-0.63,-1.058,0.729,10,0,1
3956,443,443,0,0,0.029,0.029,0,0,13,13,0,0,0.758,5,22,9,99,0.091,3.098,5,5.573,0,1.858,17.152,1.238,1.188,-5.232,0.154,-0.202,-0.079,0.562,0.167,19.8,10.962,1
3957,949,791,158,0,0.063,0.028,0.241,0,60,22,38,0,0.988,5,193,133,1016,0.131,2.07,9,4.626,1.301,1.624,12.866,1.159,1.253,-0.458,-2.311,-0.592,-0.466,-0.808,0.131,29.029,27.77,1
3958,315,267,48,0,0,0,0,0,0,0,0,0,1,6,0,0,336,0,0,1,0,0,0,26.24,1.93,2.56,0,0,0,0,0,0,37.333,37.259,1
3959,91,91,0,0,0,0,0,0,0,0,0,0,0.879,1,0,0,30,0,0,1,0,0,0,10.59,1.17,1.32,0,0,0,0,0,0,15,3,1
3960,432,432,0,0,0,0,0,0,0,0,0,0,1,5,0,0,156,0,0,1,0,0,0,18.302,1.667,2.327,0,0,0,0,0,0,22.286,15.736,1
3961,226,226,0,0,0.004,0.004,0,0,1,1,0,0,0.527,1,166,165,327,0.505,114.037,3,0,0,0,17.928,1.584,1.757,0,0,0,0,0,0,32.7,58.525,1
3962,1911,371,1540,0,0.162,0.307,0.127,0,310,114,196,0,0.658,3,721,411,545,0.754,4.649,6,23.569,0.72,1.152,14.904,1.093,1.346,5.106,-14.94,-0.354,-0.268,0.372,-0.332,68.125,107.241,0
3963,993,572,421,0,0.019,0,0.045,0,19,0,19,0,0.894,1,40,21,892,0.024,1.23,4,5.748,0.758,0.256,15.936,1.514,1.797,10.904,0.752,1.219,0.285,0,0,26.235,15.257,1
3964,1077,329,733,15,0.038,0,0.056,0,41,0,41,0,0.976,5,41,0,45,0,0,3,11.923,0.565,0.49,24.52,1.12,0.977,-1.909,1.057,-0.4,-0.145,-1.087,0.354,15,8.287,1
3965,1071,595,358,118,0,0,0,0,0,0,0,0,0.985,1,0,0,548,0,0,0,0,0,0,75.283,1.532,1.966,0,0,0,0,0,0,36.533,36.035,1
3966,5400,419,2423,2558,0.005,0,0.002,0.009,27,0,4,23,0.545,5,27,0,199,0,0,4,11.142,0.477,0.374,38.29,1.512,1.476,-0.079,1.149,0.516,0.448,0.685,-0.398,22.111,16.024,0
3967,487,487,0,0,0,0,0,0,0,0,0,0,1,1,0,0,295,0,0,1,0,0,0,17.438,1.325,1.262,0,0,0,0,0,0,22.692,19.515,1
3968,511,485,26,0,0,0,0,0,0,0,0,0,1,1,0,0,38,0,0,1,0,0,0,34.333,1.159,1.15,0,0,0,0,0,0,19,15,1
3969,1550,1550,0,0,0.172,0.172,0,0,266,266,0,0,0.561,5,341,75,638,0.118,0.685,12,16.729,1.357,1.46,16.187,1.469,1.688,-2.355,4.839,0.844,0.395,-1.157,-0.118,33.579,61.634,1
3970,1204,318,847,39,0.079,0,0.112,0,95,0,95,0,0.816,5,95,0,126,0,0,4,0,0.446,2.722,29.678,1.656,0.947,-4.476,4.784,-1.022,-0.594,-1.357,1.054,18,12.467,1
3971,210,210,0,0,0.162,0.162,0,0,34,34,0,0,0.837,5,34,0,135,0,0,1,13.068,0.188,2.607,11.801,1.857,2.196,0.907,0.13,-0.547,-0.306,-0.425,0.245,45,14.142,0
3972,756,685,71,0,0,0,0,0,0,0,0,0,0.508,1,0,0,227,0,0,1,0,0,0,29.369,1.789,2.419,0,0,0,0,0,0,22.7,21.109,1
3973,2196,1410,557,229,0,0,0,0,0,0,0,0,0.771,4,0,0,910,0,0,2,0,0,0,32.096,1.444,1.589,0,0,0,0,0,0,26.765,21.892,1
3974,221,221,0,0,0,0,0,0,0,0,0,0,0.507,4,0,0,127,0,0,1,0,0,0,16.308,1.627,2.023,0,0,0,0,0,0,42.333,32.356,1
3975,787,159,628,0,0.165,0,0.207,0,130,0,130,0,0.874,6,231,101,418,0.242,1.463,2,17.001,2.074,2.268,35.784,2.056,2.079,10.814,0,2.844,0,0,0,52.25,56.517,0
3976,1337,834,0,503,0,0,0,0,0,0,0,0,1,6,0,0,81,0,0,1,0,0,0,51.389,0.983,1.114,0,0,0,0,0,0,16.2,4.445,1
3977,1356,621,325,410,0,0,0,0,0,0,0,0,1,5,0,0,64,0,0,1,0,0,0,41.56,0.9,1.085,0,0,0,0,0,0,16,17.903,1
3978,188,103,85,0,0,0,0,0,0,0,0,0,0.963,6,0,0,92,0,0,1,0,0,0,24.929,3.376,3.272,0,0,0,0,0,0,30.667,17.988,0
3979,1848,281,686,881,0,0,0,0,0,0,0,0,0.999,3,0,0,328,0,0,2,0,0,0,59.791,0.691,0.814,0,0,0,0,0,0,46.857,35.012,0
3980,1336,606,730,0,0.075,0.165,0,0,100,100,0,0,0.623,1,204,104,482,0.216,2.883,4,10.008,0.979,2.347,28.08,1.624,1.987,-5.97,1.903,-0.107,-0.186,0.066,0.363,25.368,29.913,1
3981,400,400,0,0,0.463,0.463,0,0,185,185,0,0,0.62,5,218,33,57,0.579,1.252,4,22.046,1.289,3.116,22.234,2.21,2.435,-5.899,-13.005,0.236,-0.653,-0.565,1.203,14.25,2.681,1
3982,841,701,140,0,0.076,0.047,0.221,0,64,33,31,0,0.949,5,118,54,390,0.138,1.819,7,18.738,1.573,1.829,20.434,1.829,2.016,12.905,5.478,-1.011,0.994,2.686,-0.835,26,23.315,1
3983,1020,795,225,0,0.039,0,0.178,0,40,0,40,0,0.97,5,40,0,339,0,0,3,20.376,0.32,1.685,20.187,1.408,2.461,2.126,-0.565,-0.328,-0.056,-0.07,0.038,30.818,35.57,1
3984,8468,3464,5004,0,0.011,0,0.019,0,97,0,97,0,0.418,3,97,0,1476,0,0,3,1.956,0.256,0.287,20.821,0.585,0.664,1.072,0.257,0.338,0.101,0.066,0,147.6,172.161,1
3985,285,285,0,0,0,0,0,0,0,0,0,0,0.996,5,0,0,127,0,0,1,0,0,0,20.232,1.975,2.351,0,0,0,0,0,0,21.167,19.97,1
3986,2436,1246,1190,0,0.25,0.33,0.167,0,610,411,199,0,0.833,5,894,284,1152,0.247,0.984,15,25.848,1.472,1.523,29.432,1.634,1.757,-0.842,0.663,0.577,0.46,0.65,-0.83,32.914,65.554,0
3987,1445,543,145,757,0,0,0,0,0,0,0,0,0.994,5,0,0,108,0,0,1,0,0,0,56.318,1.336,1.431,0,0,0,0,0,0,18,13.916,1
3988,289,263,0,26,0,0,0,0,0,0,0,0,0.903,3,62,62,107,0.579,0,4,0,0,0,14.566,1.188,2.758,0,0,0,0,0,0,26.75,28.917,1
3989,231,207,24,0,0.022,0.024,0,0,5,5,0,0,0.784,1,47,42,106,0.396,18.306,2,5.659,0,0.353,16.069,1.195,1.742,-16.02,0.842,0,0,-0.693,0.251,35.333,24.567,1
3990,128,26,102,0,0.109,0,0.137,0,14,0,14,0,0.961,1,50,36,36,1,9.143,2,18.301,0.864,1.382,22.118,1.301,2.412,10.331,8.657,0,0,-5.531,2.948,36,0,1
3991,972,911,61,0,0.003,0.003,0,0,3,3,0,0,0.999,5,3,0,92,0,0,2,1.634,1.238,0,26.23,1.726,1.937,-5.393,-2.335,2.129,0.75,4.039,-0.906,15.333,14.556,1
3992,1307,1307,0,0,0.023,0.023,0,0,30,30,0,0,0.402,5,331,301,1156,0.26,11.344,4,19.222,0.263,0.792,26.258,2.135,2.405,-3.805,0.182,-1.138,-0.302,-0.581,-0.138,31.243,68.191,1
3993,515,205,63,247,0,0,0,0,0,0,0,0,1,5,0,0,132,0,0,2,0,0,0,41.472,1.494,1.138,0,0,0,0,0,0,29.5,21.172,1
3994,642,279,64,299,0,0,0,0,0,0,0,0,1,5,0,0,73,0,0,1,0,0,0,83.225,2.471,2.563,0,0,0,0,0,0,14.6,7.579,1
3995,123,123,0,0,0,0,0,0,0,0,0,0,0.764,1,0,0,113,0,0,1,0,0,0,9.565,1.265,1.91,0,0,0,0,0,0,18.833,12.361,1
3996,613,613,0,0,0.033,0.033,0,0,20,20,0,0,0.967,6,20,0,269,0,0,1,0,0,0,14.521,1.557,1.164,0,0,0,0,0,0,22.417,27.235,1
3997,659,329,330,0,0,0,0,0,0,0,0,0,0.525,1,0,0,62,0,0,1,0,0,0,18.875,0.59,0.572,0,0,0,0,0,0,31,23,1
3998,510,252,258,0,0,0,0,0,0,0,0,0,1,1,0,0,18,0,0,1,0,0,0,14.94,0.9,1.08,0,0,0,0,0,0,18,0,1
3999,174,174,0,0,0.086,0.086,0,0,15,15,0,0,0.494,2,59,44,251,0.175,2.033,2,12.51,3.15,2.07,10.44,1.8,1.71,0,0,0,0,0,0,25.1,13.641,0
4000,967,655,290,22,0,0,0,0,0,0,0,0,0.999,5,0,0,286,0,0,1,0,0,0,48.208,1.886,2.079,0,0,0,0,0,0,15.889,15.344,1
4001,157,157,0,0,0,0,0,0,0,0,0,0,1,3,0,0,102,0,0,1,0,0,0,11.102,1.292,1.721,0,0,0,0,0,0,34,33.025,1
4002,758,330,428,0,0,0,0,0,0,0,0,0,0.699,6,0,0,138,0,0,1,0,0,0,34.463,2.131,3.578,0,0,0,0,0,0,23,18.779,1
4003,209,209,0,0,0,0,0,0,0,0,0,0,1,5,22,22,296,0.074,0,2,0,0,0,15.35,1.476,1.642,0,0,0,0,0,0,59.2,94.928,1
4004,561,561,0,0,0.312,0.312,0,0,175,175,0,0,0.647,3,287,112,524,0.214,0.685,6,20.182,2.459,2.61,15.946,1.76,2.36,1.554,-0.225,-0.283,-0.12,-1.699,0.633,65.5,145.765,1
4005,799,496,303,0,0.016,0.02,0.01,0,13,10,3,0,0.984,5,13,0,143,0,0,2,2.52,0.589,0.947,30.863,1.998,3.006,2.252,-0.37,-0.189,-0.265,-0.371,0.184,23.833,15.236,1
4006,737,258,479,0,0,0,0,0,0,0,0,0,1,5,0,0,158,0,0,1,0,0,0,55.009,1.402,1.371,0,0,0,0,0,0,14.364,12.382,1
4007,488,377,111,0,0,0,0,0,0,0,0,0,1,1,0,0,40,0,0,1,0,0,0,21.249,1.087,0.94,0,0,0,0,0,0,13.333,11.086,1
4008,3383,395,1256,1732,0.331,0.582,0.583,0.092,1121,230,732,159,0.597,5,1245,124,337,0.368,1.11,13,30.118,1.285,1.368,45.848,0.785,0.691,1.125,-4.32,-0.453,-0.67,-0.017,-0.136,56.167,46.164,0
4009,138,125,13,0,0,0,0,0,0,0,0,0,0.986,1,0,0,141,0,0,1,0,0,0,27.218,1.282,1.397,0,0,0,0,0,0,47,31.843,1
4010,361,325,36,0,0.042,0.034,0.111,0,15,11,4,0,0.978,5,15,0,304,0,0,3,10.433,0.418,1.663,14.672,1.726,2.783,7.165,-1.55,-2.982,-1.301,-2.408,0.593,25.333,18.499,1
4011,315,43,272,0,0.286,0.047,0.324,0,90,2,88,0,0.768,5,90,0,138,0,0,2,15.635,2.084,2.423,32.954,1.316,4.063,4.971,6.444,-1.916,-0.731,-0.225,2.343,34.5,16.636,0
4012,78,78,0,0,0,0,0,0,0,0,0,0,0.987,1,0,0,0,0,0,1,0,0,0,25.425,1.935,2.565,0,0,0,0,0,0,0,0,1
4013,2505,1086,1419,0,0.161,0.081,0.223,0,404,88,316,0,0.442,5,486,82,893,0.092,0.569,10,28.276,0.911,0.958,37.246,1.274,1.33,1.628,0.02,-0.495,-0.364,-0.381,0.013,28.806,19.45,1
4014,825,402,423,0,0,0,0,0,0,0,0,0,1,5,0,0,277,0,0,1,0,0,0,28.238,1.67,2.286,0,0,0,0,0,0,25.182,16.916,1
4015,455,253,202,0,0,0,0,0,0,0,0,0,0.589,5,0,0,369,0,0,0,0,0,0,18.245,1.526,1.98,0,0,0,0,0,0,26.357,18.172,0
4016,495,495,0,0,0.01,0.01,0,0,5,5,0,0,0.992,5,39,34,317,0.107,10.618,4,0.36,0,0.225,15.03,1.44,1.62,-2.565,-0.143,1.26,0,0.06,0.002,26.273,29.061,1
4017,642,642,0,0,0.279,0.279,0,0,179,179,0,0,0.717,5,419,240,966,0.248,0.891,11,20.581,1.193,1.274,13.349,1.44,1.741,0,0,0,0,0,0,33.31,33.463,1
4018,352,352,0,0,0,0,0,0,0,0,0,0,0.571,5,15,15,409,0.037,0,4,0,0,0,17.926,1.667,1.847,0,0,0,0,0,0,37.182,27.065,1
4019,654,300,354,0,0.02,0.043,0,0,13,13,0,0,0.992,5,92,79,626,0.126,6.349,4,9.835,0.385,2.309,23.825,2.302,2.455,-6.767,-1.919,-0.45,-0.939,-2.907,1.34,34.778,31.479,1
4020,878,546,332,0,0.036,0,0.096,0,32,0,32,0,0.978,5,57,25,410,0.061,1.673,2,15.86,3.017,2.826,17.739,1.836,2.174,-10.008,0,-3.557,0,0,0,24.118,20.248,1
4021,1082,415,667,0,0,0,0,0,0,0,0,0,1,2,0,0,383,0,0,1,0,0,0,23.364,1.847,1.96,0,0,0,0,0,0,27.357,21.175,1
4022,582,530,52,0,0,0,0,0,0,0,0,0,1,5,0,0,199,0,0,2,0,0,0,23.593,1.418,1.93,0,0,0,0,0,0,33.167,53.912,1
4023,114,79,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,20.956,1.651,1.418,0,0,0,0,0,0,0,0,1
4024,9121,1888,2177,5056,0.149,0.216,0.21,0.098,1359,407,458,494,0.527,4,1371,12,560,0.021,0.144,14,51.345,1.841,1.979,67.862,1.576,1.722,6.979,3.487,-1.272,-1.794,0.02,0.083,24.348,17.67,0
4025,748,324,424,0,0,0,0,0,0,0,0,0,1,1,0,0,157,0,0,1,0,0,0,16.456,0.907,1.17,0,0,0,0,0,0,15.7,11.576,1
4026,539,517,22,0,0,0,0,0,0,0,0,0,1,5,0,0,69,0,0,1,0,0,0,19.919,1.534,1.685,0,0,0,0,0,0,9.857,8.096,1
4027,637,157,480,0,0.031,0,0.042,0,20,0,20,0,0.848,1,47,27,234,0.115,3.675,1,33.492,3.247,3.502,26.417,2.018,2.091,-18.479,-6.376,-2.797,0,5.694,-1.149,26,29.451,1
4028,890,624,266,0,0.32,0.268,0.444,0,285,167,118,0,0.879,5,301,16,60,0.267,0.833,8,16.142,1.022,1.033,19.138,1.13,1.458,1.599,-1.685,0.258,0.511,0.242,-0.789,20,7.874,1
4029,746,340,406,0,0,0,0,0,0,0,0,0,0.82,5,0,0,58,0,0,1,0,0,0,25.344,1.832,1.531,0,0,0,0,0,0,11.6,10.67,1
4030,79,79,0,0,0,0,0,0,0,0,0,0,1,5,0,0,19,0,0,2,0,0,0,10.303,1.67,2.358,0,0,0,0,0,0,19,0,0
4031,2089,404,1268,417,0.002,0,0.003,0,4,0,4,0,0.899,1,4,0,501,0,0,2,4.864,0,1.696,47.16,0.994,1.048,-8.107,2.036,0,0,-2.043,0.934,20.875,23.705,1
4032,788,229,559,0,0,0,0,0,0,0,0,0,1,6,0,0,751,0,0,0,0,0,0,33.287,1.757,1.906,0,0,0,0,0,0,27.815,19.739,1
4033,705,607,98,0,0,0,0,0,0,0,0,0,0.999,5,0,0,78,0,0,4,0,0,0,20.7,1.559,2.075,0,0,0,0,0,0,15.6,17.036,1
4034,752,512,240,0,0.66,0.561,0.871,0,496,287,209,0,0.868,5,721,225,450,0.5,0.758,5,19.888,1.541,1.26,16.024,1.141,1.285,0.879,-11.206,-1.467,-0.267,2.069,0.344,45,19.94,0
4035,827,513,64,250,0.011,0.006,0,0.024,9,3,0,6,0.998,5,9,0,138,0,0,4,1.123,0.432,0,48.449,1.703,1.861,1.476,0.879,0.557,0.408,0,0,17.25,13.141,1
4036,9339,611,414,8314,0.082,0.833,0.505,0.006,767,509,209,49,0.962,1,1066,299,490,0.61,7.43,4,60.44,0.961,1.079,12.238,0.459,0.556,6.68,-1.451,0.507,-1.562,-0.766,0.555,20.417,12.851,1
4037,177,177,0,0,0,0,0,0,0,0,0,0,0.989,5,0,0,111,0,0,1,0,0,0,12.067,2.099,2.149,0,0,0,0,0,0,15.857,10.19,1
4038,548,326,222,0,0,0,0,0,0,0,0,0,1,5,0,0,537,0,0,1,0,0,0,12.096,1.465,1.777,0,0,0,0,0,0,23.348,22.37,1
4039,401,37,364,0,0,0,0,0,0,0,0,0,0.698,2,0,0,356,0,0,2,0,0,0,25.186,2.138,2.824,0,0,0,0,0,0,71.2,48.077,0
4040,483,397,86,0,0.006,0,0.035,0,3,0,3,0,0.656,6,3,0,269,0,0,2,0.713,0.569,0,13.828,1.354,1.944,3.357,-0.553,-0.321,-0.144,-1.12,0.68,53.8,34.487,0
4041,155,155,0,0,0.258,0.258,0,0,40,40,0,0,0.794,5,40,0,9,0,0,3,2.907,2.932,1.082,20.11,0.853,1.183,2.876,-10.692,2.21,-0.744,-0.094,-1.507,9,0,1
4042,513,513,0,0,0,0,0,0,0,0,0,0,0.942,2,120,120,243,0.494,0,2,0,0,0,15.811,1.634,1.595,0,0,0,0,0,0,48.6,61.249,1
4043,805,235,297,273,0,0,0,0,0,0,0,0,0.745,5,0,0,150,0,0,0,0,0,0,66.728,2.094,2.193,0,0,0,0,0,0,25,20.461,1
4044,1363,873,398,92,0,0,0,0,0,0,0,0,1,1,0,0,193,0,0,2,0,0,0,51.019,1.915,1.604,0,0,0,0,0,0,11.353,14.113,1
4045,1135,1040,95,0,0.011,0.013,0,0,13,13,0,0,1,5,68,55,412,0.133,11.655,3,4.543,2.866,2.354,19.271,1.465,1.598,-21.072,-5.734,0,0,3.595,-1.443,17.913,20.914,1
4046,341,53,288,0,0,0,0,0,0,0,0,0,0.997,2,0,0,67,0,0,3,0,0,0,43.171,2.475,2.426,0,0,0,0,0,0,22.333,20.532,1
4047,2561,1464,1097,0,0.004,0,0.01,0,11,0,11,0,0.585,5,18,7,592,0.012,2.753,1,2.354,0.947,0,21.771,0.907,1.08,-16.936,-4.781,0,0,2.913,-1.3,37,65.254,1
4048,314,241,73,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,11.564,1.039,1.181,0,0,0,0,0,0,0,0,1
4049,240,14,226,0,0,0,0,0,0,0,0,0,0.933,4,0,0,94,0,0,1,0,0,0,55.743,1.243,1.662,0,0,0,0,0,0,47,4,0
4050,1204,345,655,204,0.06,0.209,0,0,72,72,0,0,0.951,5,72,0,111,0,0,1,15.975,0.967,0.844,73.024,1.958,2.173,-10.44,0.68,0,0,0.094,0.187,18.5,12.92,1
4051,966,320,646,0,0.002,0,0.003,0,2,0,2,0,0.66,5,8,6,264,0.023,10.977,3,0,0,0,19.505,1.982,2.142,-11.868,-6.516,0.418,0,6.653,-1.894,15.529,11.34,1
4052,1053,746,283,24,0.025,0.035,0,0,26,26,0,0,0.982,5,26,0,564,0,0,3,15.28,1.174,0.59,48.301,1.771,1.775,3.401,7.451,-0.402,-0.567,0.608,-0.413,23.5,23.392,1
4053,1812,1638,174,0,0.017,0.019,0,0,31,31,0,0,0.865,5,31,0,216,0,0,2,116.507,1.116,0.644,78.005,0.749,0.889,-1.074,0.833,-0.137,0.044,-0.347,0.442,72,37.851,0
4054,444,444,0,0,0.336,0.336,0,0,149,149,0,0,0.845,5,157,8,76,0.105,0.314,3,17.431,2.524,2.898,16.988,2.059,2.261,3.427,1.13,-0.134,-0.009,0.37,-0.06,12.667,10.625,0
4055,273,273,0,0,0.077,0.077,0,0,21,21,0,0,0.879,5,32,11,60,0.183,2.383,4,9.72,0.682,1.505,21.584,2.059,1.714,-7.569,1.04,1.982,0.859,-1.901,-0.689,20,12.832,1
4056,392,357,35,0,0,0,0,0,0,0,0,0,0.569,1,0,0,231,0,0,1,0,0,0,12.499,1.786,1.696,0,0,0,0,0,0,28.875,38.459,1
4057,500,500,0,0,0,0,0,0,0,0,0,0,1,5,0,0,117,0,0,1,0,0,0,19.867,1.298,1.325,0,0,0,0,0,0,19.5,23.229,1
4058,429,429,0,0,0,0,0,0,0,0,0,0,0.97,2,0,0,138,0,0,0,0,0,0,16.704,1.71,1.46,0,0,0,0,0,0,17.25,20.339,1
4059,919,823,96,0,0,0,0,0,0,0,0,0,0.996,3,0,0,182,0,0,1,0,0,0,25.654,1.544,1.93,0,0,0,0,0,0,22.75,22.348,1
4060,889,234,535,120,0,0,0,0,0,0,0,0,0.854,5,0,0,212,0,0,2,0,0,0,41.4,1.26,1.8,0,0,0,0,0,0,34.667,26.055,1
4061,587,587,0,0,0.656,0.656,0,0,385,385,0,0,0.642,5,563,178,262,0.679,1.036,1,16.006,1.306,1.659,19.023,1.234,1.904,0,0,0,0,0,0,23.818,22.057,1
4062,1270,840,0,430,0,0,0,0,0,0,0,0,1,1,0,0,56,0,0,1,0,0,0,49.104,1.044,1.255,0,0,0,0,0,0,14,4.637,1
4063,1376,414,662,300,0,0,0,0,0,0,0,0,1,5,0,0,142,0,0,1,0,0,0,34.744,0.967,0.95,0,0,0,0,0,0,35.5,22.951,1
4064,1424,446,680,298,0,0,0,0,0,0,0,0,0.923,5,0,0,132,0,0,1,0,0,0,43.232,0.839,0.878,0,0,0,0,0,0,18.857,14.277,1
4065,62,62,0,0,0.032,0.032,0,0,2,2,0,0,1,3,2,0,21,0,0,1,1.21,0,0,12.055,1.768,1.854,-9.501,-3.029,0,0,2.199,-0.38,21,0,1
4066,355,324,31,0,0,0,0,0,0,0,0,0,0.994,5,0,0,91,0,0,5,0,0,0,16.416,1.548,2.358,0,0,0,0,0,0,22.75,8.842,1
4067,639,594,45,0,0.013,0.013,0,0,8,8,0,0,0.817,3,56,48,669,0.072,5.731,6,4.052,1.685,1.001,12.204,1.145,1.888,-13.874,-2.425,0,0,2.215,-1.11,24.778,21.04,1
