No,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,Y
1,423,423,0,0,0,0,0,0,0,0,0,0,1,1,0,0,328,0,0,1,0,0,0,21.416,1.876,2.527,0,0,0,0,0,0,32.556,20.205,1
2,1745,931,335,479,0.456,0.59,0.645,0.065,796,549,216,31,0.886,5,1067,271,601,0.451,0.989,12,20.952,1.588,1.872,80.244,1.296,1.408,8.014,-2.175,-2.202,-2.23,1.209,-1.274,54.636,91.674,1
3,175,106,69,0,0,0,0,0,0,0,0,0,0.8,4,139,139,258,0.539,0,1,0,0,0,52.632,1.494,1.786,0,0,0,0,0,0,129,123,0
4,185,79,106,0,0.157,0.329,0.028,0,29,26,3,0,0.881,6,29,0,0,0,0,3,2.261,0.329,3.384,9.743,1.238,1.512,-1.634,5.003,0.113,0.169,0.779,-0.263,0,0,0
5,275,122,153,0,0,0,0,0,0,0,0,0,0.996,1,4,4,138,0.029,0,3,0,0,0,20.509,1.899,2.727,0,0,0,0,0,0,27.6,39.722,1
6,101,101,0,0,0.446,0.446,0,0,45,45,0,0,0.554,1,74,29,141,0.206,0.462,2,8.734,1.976,1.555,15.005,1.352,2.261,12.451,-0.476,-1.559,0.302,-1.418,0,28.2,18.519,1
7,585,585,0,0,0.179,0.179,0,0,105,105,0,0,0.862,5,134,29,247,0.117,0.654,4,26.424,2.282,2.075,27.157,1.804,2.585,16.489,5.071,6.114,0.346,0,0,24.7,27.063,1
8,224,120,104,0,0,0,0,0,0,0,0,0,1,5,0,0,222,0,0,1,0,0,0,16.164,1.516,1.296,0,0,0,0,0,0,31.714,27.499,1
9,1363,1022,341,0,0.679,0.711,0.581,0,925,727,198,0,0.387,6,971,46,97,0.474,0.699,1,36.259,1.13,1.328,20.302,1.055,1.534,-5.864,1.39,-0.516,-0.127,-0.351,0.143,10.778,11.811,1
10,531,531,0,0,0,0,0,0,0,0,0,0,1,3,0,0,266,0,0,1,0,0,0,17.744,1.267,1.393,0,0,0,0,0,0,22.167,14.775,1
11,433,433,0,0,0,0,0,0,0,0,0,0,1,5,0,0,111,0,0,1,0,0,0,16.171,1.872,2.527,0,0,0,0,0,0,27.75,25.927,1
12,1911,1602,309,0,0.021,0.025,0,0,40,40,0,0,0.432,5,40,0,0,0,0,2,2.347,1.892,0.219,26.947,0.902,1.043,-2.989,-2.82,-0.616,-0.123,0.305,0.099,0,0,1
13,1051,389,662,0,0,0,0,0,0,0,0,0,1,5,0,0,37,0,0,1,0,0,0,36.418,1.195,1.379,0,0,0,0,0,0,18.5,12.5,0
14,3235,692,861,1682,0.005,0,0,0.01,17,0,0,17,0.893,1,17,0,631,0,0,2,2.002,0.148,0.241,25.625,0.67,0.792,-1.184,0.05,-0.12,0.064,-0.055,-0.022,70.111,70.984,1
15,345,345,0,0,0,0,0,0,0,0,0,0,1,3,0,0,34,0,0,3,0,0,0,12.492,1.642,1.723,0,0,0,0,0,0,11.333,11.785,1
16,2457,1449,350,658,0.002,0.003,0,0,4,4,0,0,0.998,5,4,0,168,0,0,2,1.109,0.045,0,58.68,1.847,1.973,-5.412,-3.467,0.634,0.18,2.897,-0.755,12.923,12.929,1
17,537,292,245,0,0,0,0,0,0,0,0,0,0.793,6,30,30,392,0.077,0,2,0,0,0,18.73,1.617,1.783,0,0,0,0,0,0,24.5,21.059,1
18,1282,880,273,129,0,0,0,0,0,0,0,0,1,5,0,0,91,0,0,1,0,0,0,23.585,0.931,1.13,0,0,0,0,0,0,10.111,14.24,1
19,1003,179,267,557,0,0,0,0,0,0,0,0,0.999,6,0,0,68,0,0,1,0,0,0,62.964,1.082,1.318,0,0,0,0,0,0,17,15.215,1
20,1495,861,550,84,0,0,0,0,0,0,0,0,0.883,1,0,0,877,0,0,2,0,0,0,62.01,1.179,1.231,0,0,0,0,0,0,48.444,42.12,1
21,647,518,129,0,0.056,0.066,0.016,0,36,34,2,0,0.589,5,268,232,1330,0.174,3.135,12,3.962,1.314,0.488,14.36,1.915,1.757,7.158,8.046,-0.32,-0.198,1.317,-0.697,40.303,69.458,1
22,1215,204,1011,0,0.005,0,0.006,0,6,0,6,0,0.996,5,40,34,673,0.051,10.23,2,0.803,0.819,0.17,35.458,2.074,2.568,10.665,0.375,0.053,0,-0.391,0.107,84.125,60.088,1
23,167,58,109,0,0,0,0,0,0,0,0,0,1,5,0,0,325,0,0,1,0,0,0,11.966,1.091,1.343,0,0,0,0,0,0,81.25,94.494,1
24,62,62,0,0,0,0,0,0,0,0,0,0,1,5,0,0,71,0,0,2,0,0,0,18.943,1.847,2.419,0,0,0,0,0,0,35.5,16.5,1
25,2725,352,1341,1032,0.016,0.099,0.006,0,43,35,8,0,0.998,5,71,28,1435,0.02,1.237,4,3.992,1.836,1.494,54.07,1.202,1.469,3.321,2.561,-0.653,-1.101,-1.666,0.171,28.7,38.752,1
26,264,264,0,0,0,0,0,0,0,0,0,0,1,5,0,0,148,0,0,1,0,0,0,13.541,0.857,1.613,0,0,0,0,0,0,37,52.683,1
27,170,88,82,0,0,0,0,0,0,0,0,0,1,1,0,0,109,0,0,1,0,0,0,25.47,2.7,2.34,0,0,0,0,0,0,36.333,24.418,1
28,557,161,154,242,0,0,0,0,0,0,0,0,0.567,1,0,0,104,0,0,1,0,0,0,84.571,2.124,4.12,0,0,0,0,0,0,26,30.96,1
29,2153,787,1227,139,0.139,0.121,0.166,0,299,95,204,0,0.676,3,309,10,45,0.222,1.6,7,23.76,0.598,0.385,10.496,0.52,0.702,-1.325,0.86,-0.153,-0.043,-0.211,0.236,11.25,5.166,1
30,743,458,285,0,0,0,0,0,0,0,0,0,0.999,2,0,0,275,0,0,2,0,0,0,31.579,1.512,2.133,0,0,0,0,0,0,30.556,22.495,1
31,121,121,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,24.89,1.555,1.984,0,0,0,0,0,0,0,0,1
32,143,143,0,0,0.21,0.21,0,0,30,30,0,0,0.573,1,30,0,0,0,0,2,14.679,0.344,1.207,4.785,0.794,1.216,4.487,-0.741,-0.793,-0.029,-0.158,0,0,0,0
33,264,117,147,0,0,0,0,0,0,0,0,0,0.485,3,0,0,128,0,0,1,0,0,0,17.907,1.563,2.736,0,0,0,0,0,0,25.6,11.271,0
34,81,81,0,0,0.519,0.519,0,0,42,42,0,0,0.864,5,47,5,85,0.059,0.113,3,10.534,2.306,1.48,5.684,2.495,1.676,7.01,3.344,2.837,1.386,1.796,-0.184,38,1,1
35,490,79,411,0,0.465,1,0.363,0,228,79,149,0,0.635,5,234,6,6,1,2.149,3,13.495,1.937,2.597,0.648,0.749,0.472,0.365,-0.487,-0.569,-0.123,-1.256,0.532,6,0,0
36,628,357,271,0,0.428,0.375,0.498,0,269,134,135,0,0.463,5,367,98,254,0.386,0.901,5,25.38,1.541,2.455,39.082,1.85,2.065,-2.953,-3.136,-1.889,-1.21,3.082,-1.828,23.091,15.687,1
37,228,72,156,0,0,0,0,0,0,0,0,0,0.605,5,0,0,3,0,0,1,0,0,0,35.933,1.854,1.541,0,0,0,0,0,0,3,0,1
38,1241,342,857,42,0.019,0,0.028,0,24,0,24,0,0.99,5,24,0,304,0,0,3,2.302,0.54,0.67,31.097,1.138,1.107,-3.846,-0.249,0.041,-0.212,0.019,-0.161,30.4,55.069,1
39,172,172,0,0,0.407,0.407,0,0,70,70,0,0,0.512,5,101,31,44,0.705,1.731,3,24.251,2.497,2.165,26.149,2.09,3.499,-30.393,-1.755,0.23,0,1.319,0.538,14.667,7.04,1
40,2255,746,1509,0,0,0,0,0,0,0,0,0,0.98,1,0,0,191,0,0,2,0,0,0,11.552,0.605,0.511,0,0,0,0,0,0,31.833,40.172,1
41,3086,2095,991,0,0.071,0.078,0.057,0,219,163,56,0,0.945,5,232,13,121,0.107,1.514,3,19.472,0.835,0.896,20.999,1.224,1.343,11,-4.826,-0.39,-0.517,2.66,-1.004,11,7.954,1
42,763,757,6,0,0.303,0.297,1,0,231,225,6,0,0.697,1,340,109,241,0.452,1.494,6,97.798,0.286,0.598,64.6,0.295,0.864,1.683,0.268,-0.053,-0.044,0.175,0.018,80.333,107.245,0
43,689,197,492,0,0,0,0,0,0,0,0,0,0.959,1,0,0,375,0,0,1,0,0,0,25.121,1.405,1.919,0,0,0,0,0,0,62.5,40.558,1
44,1310,342,683,285,0,0,0,0,0,0,0,0,1,5,0,0,135,0,0,1,0,0,0,41.081,1.159,0.859,0,0,0,0,0,0,15,15.07,1
45,173,173,0,0,0,0,0,0,0,0,0,0,1,3,0,0,18,0,0,1,0,0,0,14.76,1.62,2.081,0,0,0,0,0,0,9,5,1
46,1236,753,448,35,0.032,0.052,0,0,39,39,0,0,0.697,4,75,36,550,0.065,2.074,6,16.884,0.727,0.191,51.926,2.088,1.642,-7.902,-1.47,4.822,0.692,4.772,-1.281,22,19.25,1
47,834,71,763,0,0.296,0.535,0.274,0,247,38,209,0,0.437,6,247,0,0,0,0,5,24.38,0.712,1.237,14.76,1.16,1.127,3.807,-2.983,-1.053,-0.72,0.132,-0.294,0,0,1
48,201,201,0,0,0.005,0.005,0,0,1,1,0,0,0.99,5,39,38,71,0.535,107.577,2,0,0,0,10.039,1.62,1.474,-16.448,-1.587,-1.462,0,1.892,-0.885,10.143,17.627,1
49,735,162,220,353,0,0,0,0,0,0,0,0,1,5,0,0,67,0,0,0,0,0,0,59.584,1.544,1.706,0,0,0,0,0,0,33.5,29.5,1
50,643,643,0,0,0.243,0.243,0,0,156,156,0,0,0.862,1,241,85,353,0.241,0.993,5,10.492,1.66,1.265,12.139,1.327,1.462,0,0,0,0,0,0,25.214,36.068,1
51,403,403,0,0,0.087,0.087,0,0,35,35,0,0,0.484,4,224,189,333,0.568,6.535,4,7.211,0.814,1.624,13.799,1.289,1.712,8.832,1.243,3.339,0.234,1.471,-0.838,33.3,54.356,1
52,257,138,119,0,0,0,0,0,0,0,0,0,1,6,0,0,81,0,0,1,0,0,0,15.288,1.39,1.693,0,0,0,0,0,0,13.5,11.427,1
53,1738,192,1219,327,0,0,0,0,0,0,0,0,0.695,5,0,0,238,0,0,1,0,0,0,44.698,1.274,1.328,0,0,0,0,0,0,26.444,44.95,0
54,306,306,0,0,0,0,0,0,0,0,0,0,0.961,5,0,0,351,0,0,0,0,0,0,16.94,1.13,1.494,0,0,0,0,0,0,35.1,31.599,1
55,916,240,676,0,0.995,1,0.993,0,911,240,671,0,0.937,1,1307,396,396,1,1.005,2,19.026,1.476,1.939,2.506,0,1.026,11.812,1.811,1.807,0,-3.622,0,18.857,12.639,1
56,689,662,27,0,0.122,0.127,0,0,84,84,0,0,0.482,1,84,0,123,0,0,3,12.994,1.573,0.927,22.118,1.611,2.133,-1.081,0.075,-0.927,-0.44,-1.057,0.368,24.6,32.444,1
57,281,222,59,0,0.085,0.108,0,0,24,24,0,0,0.961,5,263,239,283,0.845,9.888,1,2.623,1.13,0.778,29.837,1.156,0.958,0,0,0,0,0,0,40.429,42.517,1
58,557,512,45,0,0,0,0,0,0,0,0,0,1,1,0,0,32,0,0,1,0,0,0,10.616,1.122,0.764,0,0,0,0,0,0,10.667,4.643,1
59,2440,578,658,1204,0.031,0.119,0,0.005,75,69,0,6,0.968,5,219,144,764,0.188,6.132,6,13.684,1.08,1.422,88.596,1.066,1.085,-12.322,-1.073,-2.081,0,1.314,-0.018,26.345,22.433,1
60,232,232,0,0,0.414,0.414,0,0,96,96,0,0,0.866,5,131,35,127,0.276,0.666,5,18.04,2.039,2.864,16.565,2.57,3.083,5.013,1.639,2.323,0.757,-0.485,0.074,14.111,11.416,0
61,757,393,364,0,0.151,0.135,0.168,0,114,53,61,0,0.945,5,228,114,862,0.132,0.878,13,23.771,1.588,1.757,23.45,1.919,1.937,-7.95,-4.877,1.576,0.993,1.966,-0.787,53.875,87.274,1
62,254,201,53,0,0,0,0,0,0,0,0,0,0.885,1,0,0,48,0,0,1,0,0,0,11.643,1.782,1.453,0,0,0,0,0,0,16,8.832,0
63,789,789,0,0,0,0,0,0,0,0,0,0,1,6,0,0,104,0,0,0,0,0,0,27.368,1.869,2.484,0,0,0,0,0,0,20.8,11.923,0
64,1320,863,457,0,0,0,0,0,0,0,0,0,0.899,6,0,0,133,0,0,1,0,0,0,26.727,2.212,2.465,0,0,0,0,0,0,10.231,11.709,1
65,521,471,50,0,0.823,0.807,0.98,0,429,380,49,0,0.8,5,519,90,300,0.3,0.364,10,18.331,2.524,2.426,13.567,1.901,1.915,-4.247,0.509,0.751,-0.651,-0.541,0.664,27.273,18.902,0
66,1428,262,811,355,0.033,0.179,0,0,47,47,0,0,0.973,5,47,0,428,0,0,2,13.09,1.156,0.724,51.185,1.228,1.361,-12.242,-0.805,0,0,1.098,0.5,46.125,91.458,1
67,672,432,240,0,0,0,0,0,0,0,0,0,1,2,0,0,272,0,0,1,0,0,0,31.131,1.627,2.104,0,0,0,0,0,0,24.727,20.618,1
68,553,269,284,0,0.322,0.535,0.12,0,178,144,34,0,0.668,1,206,28,107,0.262,0.813,4,53.87,1.305,2.039,26.222,1.328,1.849,-1.667,-2.936,0.281,0.428,0.841,-0.293,15.286,4.096,0
69,1147,617,530,0,0,0,0,0,0,0,0,0,0.998,5,75,75,850,0.088,0,6,0,0,0,19.746,1.339,1.472,0,0,0,0,0,0,77.273,174.017,1
70,970,932,38,0,0,0,0,0,0,0,0,0,0.997,1,0,0,246,0,0,1,0,0,0,38.669,1.418,1.706,0,0,0,0,0,0,21.273,21.822,1
71,1406,761,645,0,0,0,0,0,0,0,0,0,1,5,29,29,497,0.058,0,2,0,0,0,28.462,1.498,1.908,0,0,0,0,0,0,33.133,64.76,1
72,554,330,224,0,0,0,0,0,0,0,0,0,1,5,0,0,50,0,0,1,0,0,0,43.911,1.44,1.66,0,0,0,0,0,0,16.667,11.116,1
73,549,100,449,0,0,0,0,0,0,0,0,0,1,6,0,0,86,0,0,3,0,0,0,12.154,1.202,1.368,0,0,0,0,0,0,14.333,26.259,1
74,1196,1137,59,0,0.168,0.177,0,0,201,201,0,0,0.919,5,259,58,290,0.2,1.19,5,19.282,2.47,2.441,18.04,1.764,1.67,4.746,5.827,-1.062,1.32,1.672,-0.876,17.059,10.224,1
75,520,520,0,0,0,0,0,0,0,0,0,0,0.994,5,0,0,193,0,0,3,0,0,0,13.815,1.829,2.444,0,0,0,0,0,0,14.846,18.695,1
76,855,855,0,0,0.384,0.384,0,0,328,328,0,0,0.516,1,388,60,170,0.353,0.92,3,16.945,1.415,2.031,11.779,1.699,2.066,12.509,-0.262,-1.684,-0.615,-1.276,-0.971,13.077,12.524,1
77,546,424,122,0,0,0,0,0,0,0,0,0,1,5,0,0,32,0,0,0,0,0,0,16.841,1.267,1.174,0,0,0,0,0,0,10.667,6.018,1
78,902,58,779,65,0,0,0,0,0,0,0,0,0.871,1,0,0,458,0,0,2,0,0,0,31.618,1.748,1.439,0,0,0,0,0,0,32.714,44.29,1
79,146,146,0,0,0,0,0,0,0,0,0,0,1,4,0,0,81,0,0,0,0,0,0,6.597,0.65,0.464,0,0,0,0,0,0,16.2,15.211,1
80,283,252,31,0,0.035,0.04,0,0,10,10,0,0,0.664,5,13,3,259,0.012,0.328,3,11.912,1.224,0,15.43,1.75,1.636,15.811,2.663,3.319,0.221,0,0,43.167,47.607,1
81,895,574,321,0,0,0,0,0,0,0,0,0,1,1,0,0,240,0,0,2,0,0,0,40.169,2.466,3.492,0,0,0,0,0,0,20,15.647,1
82,2077,1256,821,0,0.005,0.008,0,0,10,10,0,0,0.999,5,46,36,1394,0.026,5.364,4,14.723,0,0.717,23.716,1.741,2.148,-7.956,-3.022,1.549,-0.295,-0.902,-1.316,26.808,24.034,0
83,488,290,198,0,0.061,0.103,0,0,30,30,0,0,0.602,4,80,50,172,0.291,4.729,4,14.116,2.992,2.653,19.516,1.93,2.099,-23.927,-5.303,0,0,4.002,-1.294,19.111,14.836,1
84,677,542,135,0,0,0,0,0,0,0,0,0,0.928,4,0,0,337,0,0,0,0,0,0,35.23,2.066,2.223,0,0,0,0,0,0,30.636,29.336,0
85,163,26,137,0,0.245,0,0.292,0,40,0,40,0,0.914,1,109,69,71,0.972,3.96,4,27.868,2.167,5.335,24.548,2.722,2.686,-10.755,7.857,5.099,1.763,-3.335,0.765,35.5,33.5,1
86,1251,462,789,0,0.228,0,0.361,0,285,0,285,0,0.582,6,285,0,463,0,0,4,0.526,0.158,0.137,18.481,1.12,1.206,-0.306,0.361,0.058,0.055,-0.135,0.17,35.615,46.432,1
87,156,95,61,0,0,0,0,0,0,0,0,0,1,5,0,0,29,0,0,3,0,0,0,10.895,1.814,1.656,0,0,0,0,0,0,5.8,5.741,1
88,348,158,190,0,0.241,0.032,0.416,0,84,5,79,0,0.675,5,177,93,105,0.886,3.669,7,19.879,3.118,2.135,26.226,1.575,1.483,1.89,-0.166,-0.421,-0.208,-1.933,1.168,26.25,17.152,0
89,773,614,159,0,0.529,0.564,0.396,0,409,346,63,0,0.755,5,659,250,521,0.48,0.907,12,26.467,2.506,2.513,32.953,1.861,2.203,-4.265,3.821,-0.745,-0.606,0.386,-1.252,27.421,27.116,1
90,887,851,36,0,0.023,0.015,0.194,0,20,13,7,0,0.537,1,178,158,638,0.248,10.983,5,29.277,2.621,0.209,21.758,1.825,2.441,15.851,2.113,3.499,0.727,0,0,30.381,37.441,1
91,16464,665,3399,12400,0.013,0,0.029,0.009,213,0,97,116,0.984,5,261,48,323,0.149,11.487,6,18.648,1.206,1.202,69.818,1.159,1.318,14.567,-9.461,-0.823,-0.685,-0.44,0.241,11.138,7.89,1
92,388,388,0,0,0.126,0.126,0,0,49,49,0,0,0.892,5,49,0,12,0,0,4,20.059,0.878,1.462,15.926,1.586,1.685,-1.353,-4.16,0.976,0.244,-0.335,0.183,6,1,1
93,721,313,408,0,0,0,0,0,0,0,0,0,0.777,5,0,0,0,0,0,0,0,0,0,9.727,0.461,0.576,0,0,0,0,0,0,0,0,1
94,482,440,42,0,0,0,0,0,0,0,0,0,1,5,0,0,76,0,0,1,0,0,0,27.698,2.066,2.794,0,0,0,0,0,0,19,19.519,1
95,970,427,247,296,0,0,0,0,0,0,0,0,0.689,5,90,90,547,0.165,0,3,0,0,0,69.156,2.653,1.534,0,0,0,0,0,0,34.188,64.802,1
96,1001,552,449,0,0,0,0,0,0,0,0,0,1,5,0,0,156,0,0,1,0,0,0,35.986,1.483,1.584,0,0,0,0,0,0,19.5,15.788,1
97,729,692,37,0,0.652,0.686,0,0,475,475,0,0,0.764,5,569,94,285,0.33,0.506,6,27.493,1.652,2.149,10.109,1.681,1.699,-0.176,-0.452,0.797,0.956,0.374,-0.171,25.909,14.982,0
98,1392,282,767,343,0,0,0,0,0,0,0,0,0.993,5,0,0,39,0,0,1,0,0,0,22.304,0.652,0.952,0,0,0,0,0,0,13,12.083,1
99,756,584,172,0,0.722,0.724,0.715,0,546,423,123,0,0.5,1,801,255,480,0.531,0.736,7,20.992,1.181,1.282,22.588,1.678,2.833,-1.643,-6.148,-1.099,-0.851,-0.279,1.17,68.571,77.485,0
100,1689,90,991,608,0,0,0,0,0,0,0,0,0.963,1,0,0,177,0,0,1,0,0,0,51.394,0.724,0.778,0,0,0,0,0,0,16.091,17.495,1
101,2550,1544,1006,0,0.032,0,0.082,0,82,0,82,0,0.874,5,82,0,474,0,0,2,10.809,0.67,0.842,28.393,1.188,1.195,-4.065,0.083,0,0,-0.058,-0.207,21.545,21.544,1
102,1366,1366,0,0,0.026,0.026,0,0,36,36,0,0,0.992,1,48,12,349,0.034,1.305,3,16.295,0.604,0.697,12.205,1.855,1.849,-3.256,0.406,-0.143,-0.006,-0.012,0.01,10.906,10.132,1
103,1729,1671,58,0,0,0,0,0,0,0,0,0,0.997,1,0,0,322,0,0,1,0,0,0,15.328,1.17,1.012,0,0,0,0,0,0,80.5,66.206,1
104,613,471,142,0,0.021,0.028,0,0,13,13,0,0,0.933,5,16,3,84,0.036,1.684,2,24.905,1.246,0,20.167,1.901,2.3,14.573,2.743,3.535,0.355,0,0,12,3.295,0
105,1547,323,834,390,0,0,0,0,0,0,0,0,1,5,0,0,126,0,0,2,0,0,0,46.822,0.925,1.274,0,0,0,0,0,0,18,23.354,1
106,1083,628,99,356,0.018,0.019,0,0.02,19,12,0,7,0.994,5,40,21,789,0.027,1.517,5,41.735,1.49,0.853,43.911,1.202,1.62,-0.35,-3.36,-0.374,-0.17,-0.108,0.128,49.313,64.396,1
107,219,43,176,0,0,0,0,0,0,0,0,0,1,4,0,0,43,0,0,1,0,0,0,11.876,0.914,0.907,0,0,0,0,0,0,7.167,3.337,1
108,1309,1064,245,0,0.014,0.017,0,0,18,18,0,0,0.827,1,18,0,449,0,0,3,15.766,0.715,0.488,22.86,1.469,1.778,1.667,-1.063,-0.194,0.025,-0.355,0.211,21.381,25.277,1
109,140,140,0,0,0.264,0.264,0,0,37,37,0,0,0.743,5,42,5,59,0.085,0.321,2,7.661,2.664,2.462,18.331,2.758,3.211,20.763,4.037,2.962,0.941,0,0,9.833,5.58,1
110,1505,328,806,371,0.043,0,0.079,0,64,0,64,0,0.876,5,64,0,428,0,0,2,5.107,0.416,0.394,54.713,0.877,1.195,4.693,-0.129,-0.047,0.096,0,0,47.556,55.542,1
111,95,95,0,0,0,0,0,0,0,0,0,0,0.947,2,4,4,129,0.031,0,2,0,0,0,3.204,0.979,1.15,0,0,0,0,0,0,43,20.017,0
112,2047,1790,257,0,0.001,0.001,0,0,2,2,0,0,0.535,1,45,43,665,0.065,66.181,3,0.176,0,0,31.666,1.436,1.966,11.059,0,0.353,0,0,0,33.25,49.522,1
113,1868,503,965,400,0,0,0,0,0,0,0,0,0.999,2,0,0,154,0,0,0,0,0,0,69.853,1.13,0.95,0,0,0,0,0,0,15.4,13.132,1
114,1379,366,699,314,0,0,0,0,0,0,0,0,1,5,0,0,104,0,0,1,0,0,0,30.409,0.97,0.806,0,0,0,0,0,0,20.8,12.797,1
115,958,541,417,0,0,0,0,0,0,0,0,0,1,5,0,0,114,0,0,1,0,0,0,28.415,1.264,1.597,0,0,0,0,0,0,28.5,10.595,1
116,655,310,345,0,0,0,0,0,0,0,0,0,0.87,3,0,0,347,0,0,1,0,0,0,34.445,1.606,2.128,0,0,0,0,0,0,31.545,22.419,1
117,734,190,544,0,0.099,0.274,0.039,0,73,52,21,0,0.706,1,73,0,169,0,0,3,15.525,1.222,1.624,28.072,0.988,1.128,2.112,-0.105,-0.657,-0.544,-1.21,0.914,42.25,25.322,0
118,618,335,184,99,0,0,0,0,0,0,0,0,1,5,0,0,6,0,0,1,0,0,0,47.182,2.477,2.779,0,0,0,0,0,0,6,0,1
119,325,325,0,0,0,0,0,0,0,0,0,0,0.64,2,0,0,308,0,0,1,0,0,0,12.06,1.44,2.16,0,0,0,0,0,0,51.333,85.513,1
120,614,533,81,0,0.003,0.004,0,0,2,2,0,0,0.998,5,22,20,317,0.063,19.369,4,3.265,0,3.089,20.653,2.52,2.498,-25.996,-7.12,0,0,5.184,-2.099,21.133,17.561,1
121,702,167,535,0,0,0,0,0,0,0,0,0,1,1,0,0,690,0,0,1,0,0,0,44.685,1.949,2.54,0,0,0,0,0,0,57.5,75.418,1
122,893,260,597,36,0.038,0,0.057,0,34,0,34,0,0.957,5,34,0,188,0,0,4,0.745,0.738,0.259,22.637,2.311,1.678,-6.391,4.17,0.56,1.065,0.421,-1.206,15.667,10.193,1
123,594,594,0,0,0,0,0,0,0,0,0,0,0.918,5,0,0,492,0,0,1,0,0,0,19.483,1.246,1.481,0,0,0,0,0,0,35.143,33.391,0
124,280,280,0,0,0,0,0,0,0,0,0,0,1,5,0,0,205,0,0,2,0,0,0,57.937,2.036,3.11,0,0,0,0,0,0,41,65.155,1
125,225,181,44,0,0,0,0,0,0,0,0,0,1,5,150,150,453,0.331,0,5,0,0,0,12.787,1.917,1.566,0,0,0,0,0,0,10,5.538,1
126,635,577,58,0,0,0,0,0,0,0,0,0,0.998,5,0,0,75,0,0,4,0,0,0,18.392,1.444,1.501,0,0,0,0,0,0,10.714,9.837,1
127,464,44,129,291,0,0,0,0,0,0,0,0,0.858,1,0,0,4,0,0,2,0,0,0,24.395,0.823,1.109,0,0,0,0,0,0,4,0,1
128,1183,613,570,0,0,0,0,0,0,0,0,0,1,1,0,0,504,0,0,0,0,0,0,31.878,1.663,1.769,0,0,0,0,0,0,36,31.202,1
129,267,267,0,0,0.419,0.419,0,0,112,112,0,0,0.547,2,156,44,109,0.404,0.962,3,8.561,1.289,1.013,17.496,2.045,2.714,-6.654,2.687,-0.097,-0.04,-1.285,0.256,21.8,23.008,0
130,973,666,307,0,0,0,0,0,0,0,0,0,0.716,1,55,55,379,0.145,0,3,0,0,0,25.632,1.859,2.626,0,0,0,0,0,0,37.9,34.737,1
131,1610,458,425,727,0,0,0,0,0,0,0,0,0.997,5,0,0,371,0,0,0,0,0,0,65.011,1.586,1.368,0,0,0,0,0,0,46.375,53.078,1
132,542,19,205,318,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25.898,0.864,0.99,0,0,0,0,0,0,0,0,1
133,1442,524,918,0,0.008,0.023,0,0,12,12,0,0,0.981,5,31,19,1401,0.014,1.63,6,9.146,1.123,0,24.107,1.627,2.016,0,0,0,0,0,0,31.841,30.487,1
134,593,548,45,0,0.179,0.193,0,0,106,106,0,0,0.826,5,117,11,329,0.033,0.187,2,3.096,0.707,0.565,20.379,1.434,1.328,5.318,0.419,0.225,0.08,-0.274,0,27.417,14.93,1
135,589,163,426,0,0.075,0,0.103,0,44,0,44,0,0.879,5,76,32,518,0.062,0.827,4,12.532,2.101,1.557,15.804,1.559,1.751,4.04,-0.578,-1.318,-0.636,-2.634,1.319,28.778,19.614,0
136,1979,982,997,0,0.134,0.085,0.184,0,266,83,183,0,0.899,5,373,107,142,0.754,5.606,8,59.117,0.931,0.927,36.115,1.1,1.606,-0.797,2.211,-0.37,-0.69,1.114,-0.882,15.778,13.306,1
137,889,660,229,0,0,0,0,0,0,0,0,0,0.751,3,3,3,490,0.006,0,4,0,0,0,35.215,1.807,2.268,0,0,0,0,0,0,27.222,37.182,0
138,291,266,25,0,0,0,0,0,0,0,0,0,1,5,0,0,65,0,0,1,0,0,0,18.911,1.973,3.062,0,0,0,0,0,0,21.667,13.123,1
139,1118,610,508,0,0,0,0,0,0,0,0,0,1,5,0,0,371,0,0,3,0,0,0,26.069,1.138,1.138,0,0,0,0,0,0,53,46.8,1
140,1400,417,554,429,0.012,0.041,0,0,17,17,0,0,0.999,4,43,26,193,0.135,11.094,4,10.222,0.066,2.846,54.32,1.485,1.672,12.038,-8.647,-1.985,-0.599,0.556,0.182,24.125,13.67,1
141,483,276,207,0,0,0,0,0,0,0,0,0,0.917,5,0,0,56,0,0,1,0,0,0,9.09,0.72,1.44,0,0,0,0,0,0,14,6.042,1
142,578,495,83,0,0,0,0,0,0,0,0,0,0.986,4,0,0,301,0,0,1,0,0,0,24.48,2.671,3.17,0,0,0,0,0,0,30.1,28.048,1
143,470,223,247,0,0,0,0,0,0,0,0,0,0.766,4,0,0,147,0,0,2,0,0,0,23.801,1.429,2.455,0,0,0,0,0,0,18.375,14.688,1
144,384,384,0,0,0,0,0,0,0,0,0,0,1,3,0,0,46,0,0,1,0,0,0,10.832,1.121,1.602,0,0,0,0,0,0,11.5,10.595,1
145,222,222,0,0,0,0,0,0,0,0,0,0,0.991,5,12,12,99,0.121,0,2,0,0,0,14.569,1.415,2.047,0,0,0,0,0,0,24.75,22.993,1
146,127,127,0,0,0,0,0,0,0,0,0,0,1,5,0,0,34,0,0,1,0,0,0,32.465,1.987,3.881,0,0,0,0,0,0,17,6,1
